,StationName,Lat,Lon
54,id_coast_glob_eur_00055,35.00244,25.5835
55,id_coast_glob_eur_00056,34.98779,25.49561
56,id_coast_glob_eur_00057,34.98779,25.40771
57,id_coast_glob_eur_00058,34.98779,25.31982
58,id_coast_glob_eur_00059,34.9585,25.23193
59,id_coast_glob_eur_00060,34.94385,25.14404
60,id_coast_glob_eur_00061,34.94385,25.05615
61,id_coast_glob_eur_00062,34.9292,24.96826
62,id_coast_glob_eur_00063,34.9292,24.88037
63,id_coast_glob_eur_00064,34.9292,24.77783
64,id_coast_glob_eur_00065,34.98779,24.74854
65,id_coast_glob_eur_00066,35.07568,24.73389
66,id_coast_glob_eur_00067,35.09033,24.646
67,id_coast_glob_eur_00068,35.11963,24.55811
68,id_coast_glob_eur_00069,35.14893,24.48486
69,id_coast_glob_eur_00070,35.17822,24.39697
70,id_coast_glob_eur_00071,35.17822,24.30908
71,id_coast_glob_eur_00072,35.19287,24.22119
72,id_coast_glob_eur_00073,35.19287,24.1333
73,id_coast_glob_eur_00074,35.19287,24.03076
74,id_coast_glob_eur_00075,35.22217,23.95752
75,id_coast_glob_eur_00076,35.23682,23.86963
76,id_coast_glob_eur_00077,35.23682,23.78174
77,id_coast_glob_eur_00078,35.23682,23.69385
78,id_coast_glob_eur_00079,35.23682,23.59131
79,id_coast_glob_eur_00080,35.29541,23.53271
80,id_coast_glob_eur_00081,35.3833,23.53271
81,id_coast_glob_eur_00082,35.47119,23.56201
82,id_coast_glob_eur_00083,35.55908,23.57666
83,id_coast_glob_eur_00084,35.61035,23.63347
84,id_coast_glob_eur_00085,35.64697,23.7085
85,id_coast_glob_eur_00086,35.66162,23.78174
86,id_coast_glob_eur_00087,35.3833,34.09424
87,id_coast_glob_eur_00088,35.31006,34.03564
88,id_coast_glob_eur_00089,35.29541,33.94775
89,id_coast_glob_eur_00090,35.22217,33.91846
90,id_coast_glob_eur_00091,35.14893,33.93311
91,id_coast_glob_eur_00092,35.07568,33.9917
92,id_coast_glob_eur_00093,35.01709,34.06494
93,id_coast_glob_eur_00094,34.96498,34.06245
94,id_coast_glob_eur_00095,34.98779,33.9624
95,id_coast_glob_eur_00096,34.9585,33.88916
96,id_coast_glob_eur_00097,34.9585,33.80127
97,id_coast_glob_eur_00098,34.97314,33.71338
98,id_coast_glob_eur_00099,34.91455,33.64014
99,id_coast_glob_eur_00100,34.84131,33.61084
100,id_coast_glob_eur_00101,34.79736,33.5376
101,id_coast_glob_eur_00102,34.76807,33.44971
102,id_coast_glob_eur_00103,34.72412,33.37646
103,id_coast_glob_eur_00104,34.70947,33.28857
104,id_coast_glob_eur_00105,34.69482,33.20068
105,id_coast_glob_eur_00106,34.69482,33.09814
106,id_coast_glob_eur_00107,34.65088,33.0249
107,id_coast_glob_eur_00108,34.57764,33.01025
108,id_coast_glob_eur_00109,34.59228,32.92236
109,id_coast_glob_eur_00110,34.66553,32.87842
110,id_coast_glob_eur_00111,34.66553,32.79053
111,id_coast_glob_eur_00112,34.63623,32.70264
112,id_coast_glob_eur_00113,34.66553,32.61475
113,id_coast_glob_eur_00114,34.69482,32.52686
114,id_coast_glob_eur_00115,34.72412,32.45361
115,id_coast_glob_eur_00116,34.78271,32.39502
116,id_coast_glob_eur_00117,34.85596,32.35107
117,id_coast_glob_eur_00118,34.94385,32.30713
118,id_coast_glob_eur_00119,35.03174,32.29248
119,id_coast_glob_eur_00120,35.07568,32.30713
120,id_coast_glob_eur_00121,35.04639,32.39502
121,id_coast_glob_eur_00122,35.07568,32.46826
122,id_coast_glob_eur_00123,35.14893,32.52686
123,id_coast_glob_eur_00124,35.17822,32.6001
124,id_coast_glob_eur_00125,35.17822,32.70264
125,id_coast_glob_eur_00126,35.16357,32.79053
126,id_coast_glob_eur_00127,35.16357,32.86377
127,id_coast_glob_eur_00128,35.23682,32.92236
128,id_coast_glob_eur_00129,35.32471,32.93701
129,id_coast_glob_eur_00130,35.3833,32.95166
130,id_coast_glob_eur_00131,35.36865,33.03955
131,id_coast_glob_eur_00132,35.36865,33.12744
132,id_coast_glob_eur_00133,35.354,33.21533
133,id_coast_glob_eur_00134,35.33936,33.30322
134,id_coast_glob_eur_00135,35.33936,33.39111
135,id_coast_glob_eur_00136,35.33936,33.479
136,id_coast_glob_eur_00137,35.354,33.58154
137,id_coast_glob_eur_00138,35.36865,33.66943
138,id_coast_glob_eur_00139,35.39795,33.74268
139,id_coast_glob_eur_00140,35.4126,33.83057
140,id_coast_glob_eur_00141,35.42725,33.91846
141,id_coast_glob_eur_00142,35.45654,34.00635
142,id_coast_glob_eur_00143,35.50049,34.09424
143,id_coast_glob_eur_00144,35.54443,34.16748
144,id_coast_glob_eur_00145,35.57373,34.25537
145,id_coast_glob_eur_00146,35.58838,34.32861
146,id_coast_glob_eur_00147,35.63232,34.4165
147,id_coast_glob_eur_00148,35.66162,34.50439
148,id_coast_glob_eur_00149,35.67627,34.57764
149,id_coast_glob_eur_00150,35.61768,34.51904
150,id_coast_glob_eur_00151,35.58838,34.4458
151,id_coast_glob_eur_00152,35.52978,34.37256
152,id_coast_glob_eur_00153,35.48584,34.28467
153,id_coast_glob_eur_00154,35.44189,34.21143
154,id_coast_glob_eur_00155,35.42725,27.16553
155,id_coast_glob_eur_00156,35.44189,27.09229
156,id_coast_glob_eur_00157,35.50049,27.10693
157,id_coast_glob_eur_00158,35.57373,27.07764
158,id_coast_glob_eur_00159,35.64697,27.10693
159,id_coast_glob_eur_00160,35.72021,27.15088
160,id_coast_glob_eur_00161,35.80811,27.18018
161,id_coast_glob_eur_00162,35.77881,27.22412
162,id_coast_glob_eur_00163,35.69092,27.19482
163,id_coast_glob_eur_00164,35.61768,27.18018
164,id_coast_glob_eur_00165,35.52978,27.22412
165,id_coast_glob_eur_00166,35.45654,27.19482
166,id_coast_glob_eur_00167,35.8374,23.32764
167,id_coast_glob_eur_00168,35.896,23.28369
168,id_coast_glob_eur_00169,35.80811,14.50928
169,id_coast_glob_eur_00170,35.82275,14.42139
170,id_coast_glob_eur_00171,35.88135,14.34814
171,id_coast_glob_eur_00172,35.96924,14.31885
172,id_coast_glob_eur_00173,36.01318,14.24561
173,id_coast_glob_eur_00174,36.05713,14.20166
174,id_coast_glob_eur_00175,36.07178,14.28955
175,id_coast_glob_eur_00176,36.01318,14.36279
176,id_coast_glob_eur_00177,35.96924,14.43604
177,id_coast_glob_eur_00178,35.92529,14.50928
178,id_coast_glob_eur_00179,35.85205,14.55322
179,id_coast_glob_eur_00180,36.21826,27.60498
180,id_coast_glob_eur_00181,36.23291,27.54639
181,id_coast_glob_eur_00183,36.23291,22.91748
182,id_coast_glob_eur_00184,36.3208,22.90283
183,id_coast_glob_eur_00185,36.36475,22.94678
184,id_coast_glob_eur_00186,36.30615,23.02002
185,id_coast_glob_eur_00187,36.26221,23.09326
186,id_coast_glob_eur_00188,36.18896,23.04932
187,id_coast_glob_eur_00189,36.3501,25.80322
188,id_coast_glob_eur_00190,36.39404,25.75928
189,id_coast_glob_eur_00191,36.36475,25.84717
190,id_coast_glob_eur_00193,35.95459,27.72217
191,id_coast_glob_eur_00194,36.04248,27.75146
192,id_coast_glob_eur_00195,36.11572,27.70752
193,id_coast_glob_eur_00196,36.18896,27.72217
194,id_coast_glob_eur_00197,36.24756,27.78076
195,id_coast_glob_eur_00198,36.2915,27.854
196,id_coast_glob_eur_00199,36.3501,27.92725
197,id_coast_glob_eur_00200,36.37939,28.01514
198,id_coast_glob_eur_00201,36.40869,28.08838
199,id_coast_glob_eur_00202,36.43799,28.17627
200,id_coast_glob_eur_00203,36.40869,28.23486
201,id_coast_glob_eur_00204,36.33545,28.20557
202,id_coast_glob_eur_00205,36.24756,28.16162
203,id_coast_glob_eur_00206,36.17432,28.11768
204,id_coast_glob_eur_00207,36.10107,28.08838
205,id_coast_glob_eur_00208,36.07178,28.02979
206,id_coast_glob_eur_00209,36.02783,27.94189
207,id_coast_glob_eur_00210,35.96924,27.8833
208,id_coast_glob_eur_00211,36.3501,25.48096
209,id_coast_glob_eur_00212,36.3501,25.39307
210,id_coast_glob_eur_00213,36.39404,25.40771
211,id_coast_glob_eur_00214,36.46728,25.37842
212,id_coast_glob_eur_00215,36.43799,25.46631
213,id_coast_glob_eur_00216,36.3501,25.48096
214,id_coast_glob_eur_00217,36.39404,27.35596
215,id_coast_glob_eur_00218,36.45264,27.29736
216,id_coast_glob_eur_00219,36.46728,27.35596
217,id_coast_glob_eur_00220,36.40869,27.4292
218,id_coast_glob_eur_00221,36.56982,27.13623
219,id_coast_glob_eur_00222,36.59912,27.19482
220,id_coast_glob_eur_00223,36.52588,26.30127
221,id_coast_glob_eur_00224,36.59912,26.27197
222,id_coast_glob_eur_00225,36.63644,26.3474
223,id_coast_glob_eur_00226,36.61377,26.43311
224,id_coast_glob_eur_00227,36.56982,26.40381
225,id_coast_glob_eur_00228,36.61377,24.95361
226,id_coast_glob_eur_00229,36.62842,24.86572
227,id_coast_glob_eur_00230,36.62842,24.90967
228,id_coast_glob_eur_00231,36.64307,25.1001
229,id_coast_glob_eur_00232,36.70166,25.11475
230,id_coast_glob_eur_00233,36.71631,25.20996
231,id_coast_glob_eur_00234,36.67236,25.14404
232,id_coast_glob_eur_00236,36.71631,25.26123
233,id_coast_glob_eur_00237,36.7749,25.29053
234,id_coast_glob_eur_00238,36.76025,25.38574
235,id_coast_glob_eur_00239,36.74561,12.03369
236,id_coast_glob_eur_00240,36.8042,12.03369
237,id_coast_glob_eur_00242,36.73096,24.55811
238,id_coast_glob_eur_00243,36.67236,24.49951
239,id_coast_glob_eur_00244,36.65771,24.41162
240,id_coast_glob_eur_00245,36.65771,24.32373
241,id_coast_glob_eur_00246,36.73096,24.33838
242,id_coast_glob_eur_00247,36.76025,24.41162
243,id_coast_glob_eur_00248,36.7749,24.49951
244,id_coast_glob_eur_00249,36.84814,24.55811
245,id_coast_glob_eur_00250,36.81152,24.63135
246,id_coast_glob_eur_00251,36.89209,25.61279
247,id_coast_glob_eur_00252,36.7749,25.78857
248,id_coast_glob_eur_00253,36.8042,25.77393
249,id_coast_glob_eur_00254,36.84814,25.84717
250,id_coast_glob_eur_00255,36.89209,25.93506
251,id_coast_glob_eur_00256,36.93603,26.0083
252,id_coast_glob_eur_00257,36.89209,26.05225
253,id_coast_glob_eur_00258,36.86279,25.96436
254,id_coast_glob_eur_00259,36.8042,25.89111
255,id_coast_glob_eur_00260,36.7749,25.81787
256,id_coast_glob_eur_00261,36.92139,24.70459
257,id_coast_glob_eur_00262,36.99463,24.66064
258,id_coast_glob_eur_00263,37.0459,24.68994
259,id_coast_glob_eur_00264,36.96533,24.74854
260,id_coast_glob_eur_00265,37.12646,25.78857
261,id_coast_glob_eur_00266,36.92139,26.96045
262,id_coast_glob_eur_00268,37.06787,26.88721
263,id_coast_glob_eur_00269,37.11182,26.82861
264,id_coast_glob_eur_00271,37.15576,26.87256
265,id_coast_glob_eur_00272,37.08252,26.9165
266,id_coast_glob_eur_00273,37.03857,27.00439
267,id_coast_glob_eur_00274,36.96533,27.04834
268,id_coast_glob_eur_00275,37.14111,25.5835
269,id_coast_glob_eur_00276,37.05322,25.59814
270,id_coast_glob_eur_00277,36.97998,25.5542
271,id_coast_glob_eur_00278,36.90674,25.51025
272,id_coast_glob_eur_00279,36.8335,25.46631
273,id_coast_glob_eur_00280,36.89209,25.45166
274,id_coast_glob_eur_00281,36.96533,25.42236
275,id_coast_glob_eur_00282,37.03857,25.36377
276,id_coast_glob_eur_00283,37.03857,25.27588
277,id_coast_glob_eur_00284,36.99463,25.20264
278,id_coast_glob_eur_00285,36.97998,25.11475
279,id_coast_glob_eur_00287,37.05322,25.08545
280,id_coast_glob_eur_00288,37.11182,25.14404
281,id_coast_glob_eur_00289,37.14111,25.23193
282,id_coast_glob_eur_00290,37.12646,25.31982
283,id_coast_glob_eur_00291,37.12646,25.39307
284,id_coast_glob_eur_00292,37.17041,25.48096
285,id_coast_glob_eur_00293,37.18506,25.5542
286,id_coast_glob_eur_00294,37.11182,24.49951
287,id_coast_glob_eur_00295,37.14111,24.42627
288,id_coast_glob_eur_00296,37.19971,24.45557
289,id_coast_glob_eur_00297,37.17041,24.52881
290,id_coast_glob_eur_00298,37.2876,26.53564
291,id_coast_glob_eur_00299,37.36084,26.55029
292,id_coast_glob_eur_00300,37.31689,26.59424
293,id_coast_glob_eur_00301,37.33154,24.38232
294,id_coast_glob_eur_00302,37.41943,24.38232
295,id_coast_glob_eur_00303,37.47803,24.44092
296,id_coast_glob_eur_00304,37.40478,24.47021
297,id_coast_glob_eur_00305,37.33154,24.42627
298,id_coast_glob_eur_00306,37.41943,24.86572
299,id_coast_glob_eur_00307,37.49268,24.89502
300,id_coast_glob_eur_00308,37.44873,24.95361
301,id_coast_glob_eur_00309,37.37549,24.92432
302,id_coast_glob_eur_00311,37.47803,25.30518
303,id_coast_glob_eur_00312,37.49268,25.37842
304,id_coast_glob_eur_00313,37.46338,25.45166
305,id_coast_glob_eur_00314,37.58057,24.71924
306,id_coast_glob_eur_00315,37.62451,24.70459
307,id_coast_glob_eur_00316,37.63916,26.33057
308,id_coast_glob_eur_00317,37.59521,26.25732
309,id_coast_glob_eur_00318,37.56592,26.17676
310,id_coast_glob_eur_00319,37.53662,26.08154
311,id_coast_glob_eur_00320,37.52197,25.99365
312,id_coast_glob_eur_00321,37.58057,26.0083
313,id_coast_glob_eur_00322,37.63916,26.06689
314,id_coast_glob_eur_00323,37.63916,26.16943
315,id_coast_glob_eur_00324,37.65381,26.25732
316,id_coast_glob_eur_00325,37.68311,26.33057
317,id_coast_glob_eur_00326,37.53662,24.32373
318,id_coast_glob_eur_00327,37.56592,24.27979
319,id_coast_glob_eur_00328,37.65381,24.27979
320,id_coast_glob_eur_00329,37.68311,24.36768
321,id_coast_glob_eur_00330,37.60986,24.38232
322,id_coast_glob_eur_00331,37.68311,23.50342
323,id_coast_glob_eur_00332,37.72705,23.44482
324,id_coast_glob_eur_00334,37.7417,23.54736
325,id_coast_glob_eur_00335,37.65381,20.8374
326,id_coast_glob_eur_00336,37.69775,20.76416
327,id_coast_glob_eur_00337,37.75635,20.69092
328,id_coast_glob_eur_00338,37.81494,20.63232
329,id_coast_glob_eur_00339,37.88818,20.64697
330,id_coast_glob_eur_00340,37.91748,20.72021
331,id_coast_glob_eur_00341,37.85889,20.77881
332,id_coast_glob_eur_00342,37.82959,20.8667
333,id_coast_glob_eur_00343,37.75635,20.92529
334,id_coast_glob_eur_00345,37.69775,20.8667
335,id_coast_glob_eur_00346,37.91748,12.31201
336,id_coast_glob_eur_00347,37.93213,12.34131
337,id_coast_glob_eur_00348,37.53662,25.24658
338,id_coast_glob_eur_00349,37.55127,25.15869
339,id_coast_glob_eur_00350,37.59521,25.0708
340,id_coast_glob_eur_00351,37.63916,24.99756
341,id_coast_glob_eur_00352,37.69775,24.93896
342,id_coast_glob_eur_00353,37.771,24.88037
343,id_coast_glob_eur_00354,37.81494,24.80713
344,id_coast_glob_eur_00355,37.87353,24.73389
345,id_coast_glob_eur_00356,37.94678,24.68994
346,id_coast_glob_eur_00357,37.99072,24.74854
347,id_coast_glob_eur_00358,37.96143,24.83643
348,id_coast_glob_eur_00359,37.91748,24.90967
349,id_coast_glob_eur_00360,37.85889,24.96826
350,id_coast_glob_eur_00361,37.771,24.98291
351,id_coast_glob_eur_00362,37.69775,25.02686
352,id_coast_glob_eur_00363,37.65381,25.1001
353,id_coast_glob_eur_00364,37.63916,25.18799
354,id_coast_glob_eur_00365,37.59521,25.26123
355,id_coast_glob_eur_00366,38.37158,14.99268
356,id_coast_glob_eur_00367,38.44482,14.93408
357,id_coast_glob_eur_00368,38.51807,14.89014
358,id_coast_glob_eur_00369,38.56201,14.81689
359,id_coast_glob_eur_00370,38.57666,14.86084
360,id_coast_glob_eur_00371,38.51807,14.93408
361,id_coast_glob_eur_00372,38.45947,14.97803
362,id_coast_glob_eur_00374,38.1958,25.93506
363,id_coast_glob_eur_00376,38.31299,25.93506
364,id_coast_glob_eur_00377,38.38623,25.96436
365,id_coast_glob_eur_00378,38.45947,25.92041
366,id_coast_glob_eur_00379,38.51807,25.84717
367,id_coast_glob_eur_00380,38.57666,25.87646
368,id_coast_glob_eur_00381,38.59131,25.96436
369,id_coast_glob_eur_00382,38.59131,26.05225
370,id_coast_glob_eur_00383,38.56201,26.12549
371,id_coast_glob_eur_00384,38.48877,26.15479
372,id_coast_glob_eur_00385,38.40088,26.15479
373,id_coast_glob_eur_00386,38.31299,26.16943
374,id_coast_glob_eur_00387,38.25439,26.12549
375,id_coast_glob_eur_00388,38.1958,26.06689
376,id_coast_glob_eur_00389,38.53271,25.5835
377,id_coast_glob_eur_00390,38.60596,25.53955
378,id_coast_glob_eur_00391,38.57666,25.61279
379,id_coast_glob_eur_00392,38.72314,13.16162
380,id_coast_glob_eur_00393,38.6792,1.530762
381,id_coast_glob_eur_00394,38.6499,1.54541
382,id_coast_glob_eur_00395,38.66455,1.45752
383,id_coast_glob_eur_00396,38.6792,1.384277
384,id_coast_glob_eur_00397,38.75244,1.428223
385,id_coast_glob_eur_00398,38.69385,1.486816
386,id_coast_glob_eur_00399,38.78174,15.22705
387,id_coast_glob_eur_00400,38.81103,15.2124
388,id_coast_glob_eur_00401,38.76709,24.646
389,id_coast_glob_eur_00402,38.78174,24.55811
390,id_coast_glob_eur_00403,38.84033,24.49951
391,id_coast_glob_eur_00404,38.89893,24.44092
392,id_coast_glob_eur_00405,38.97217,24.47021
393,id_coast_glob_eur_00406,38.94287,24.55811
394,id_coast_glob_eur_00407,38.86963,24.60205
395,id_coast_glob_eur_00408,38.81103,24.67529
396,id_coast_glob_eur_00409,38.84033,1.413574
397,id_coast_glob_eur_00410,38.84033,1.35498
398,id_coast_glob_eur_00411,38.85498,1.26709
399,id_coast_glob_eur_00412,38.89893,1.208496
400,id_coast_glob_eur_00413,38.97217,1.252441
401,id_coast_glob_eur_00414,39.04541,1.311035
402,id_coast_glob_eur_00415,39.08935,1.391602
403,id_coast_glob_eur_00416,39.104,1.45752
404,id_coast_glob_eur_00417,39.11865,1.567383
405,id_coast_glob_eur_00418,39.04541,1.618652
406,id_coast_glob_eur_00419,38.98682,1.560059
407,id_coast_glob_eur_00420,38.92822,1.501465
408,id_coast_glob_eur_00421,39.1333,2.966309
409,id_coast_glob_eur_00422,39.1626,2.922363
410,id_coast_glob_eur_00423,39.14795,2.980957
411,id_coast_glob_eur_00424,39.19189,23.63525
412,id_coast_glob_eur_00425,39.14795,23.7085
413,id_coast_glob_eur_00426,39.1333,23.79639
414,id_coast_glob_eur_00427,39.08936,23.75244
415,id_coast_glob_eur_00428,39.104,23.66455
416,id_coast_glob_eur_00429,39.1626,23.60596
417,id_coast_glob_eur_00430,39.17725,20.17822
418,id_coast_glob_eur_00431,39.22119,20.16357
419,id_coast_glob_eur_00432,39.17725,23.86963
420,id_coast_glob_eur_00433,39.25049,23.91357
421,id_coast_glob_eur_00434,39.27978,23.98682
422,id_coast_glob_eur_00436,39.30908,24.06006
423,id_coast_glob_eur_00437,39.35303,24.06006
424,id_coast_glob_eur_00438,39.52881,25.0415
425,id_coast_glob_eur_00440,39.55811,25.01221
426,id_coast_glob_eur_00441,39.76318,3.273926
427,id_coast_glob_eur_00442,39.77783,3.361816
428,id_coast_glob_eur_00443,39.74853,3.449707
429,id_coast_glob_eur_00444,39.68994,3.464355
430,id_coast_glob_eur_00445,39.6167,3.42041
431,id_coast_glob_eur_00446,39.54346,3.347168
432,id_coast_glob_eur_00447,39.48486,3.288574
433,id_coast_glob_eur_00448,39.39697,3.259277
434,id_coast_glob_eur_00449,39.33838,3.186035
435,id_coast_glob_eur_00450,39.29443,3.112793
436,id_coast_glob_eur_00451,39.29443,3.039551
437,id_coast_glob_eur_00452,39.33838,2.966309
438,id_coast_glob_eur_00453,39.35303,2.878418
439,id_coast_glob_eur_00455,39.44092,2.746582
440,id_coast_glob_eur_00456,39.52881,2.717285
441,id_coast_glob_eur_00457,39.55811,2.644043
442,id_coast_glob_eur_00458,39.51416,2.556152
443,id_coast_glob_eur_00460,39.52881,2.409668
444,id_coast_glob_eur_00461,39.5874,2.351074
445,id_coast_glob_eur_00462,39.646,2.424316
446,id_coast_glob_eur_00463,39.68994,2.497559
447,id_coast_glob_eur_00464,39.71924,2.570801
448,id_coast_glob_eur_00465,39.77783,2.644043
449,id_coast_glob_eur_00466,39.82178,2.717285
450,id_coast_glob_eur_00467,39.86572,2.805176
451,id_coast_glob_eur_00468,39.89502,2.893066
452,id_coast_glob_eur_00469,39.92432,2.966309
453,id_coast_glob_eur_00470,39.93896,3.068848
454,id_coast_glob_eur_00471,39.95361,3.156738
455,id_coast_glob_eur_00472,39.92432,3.200684
456,id_coast_glob_eur_00473,39.83643,3.186035
457,id_coast_glob_eur_00474,39.99756,25.45166
458,id_coast_glob_eur_00475,39.92432,25.39307
459,id_coast_glob_eur_00476,39.85107,25.36377
460,id_coast_glob_eur_00478,39.80713,25.21729
461,id_coast_glob_eur_00479,39.82178,25.12939
462,id_coast_glob_eur_00480,39.85107,25.05615
463,id_coast_glob_eur_00481,39.93896,25.05615
464,id_coast_glob_eur_00482,39.99756,25.0708
465,id_coast_glob_eur_00483,39.99756,25.17334
466,id_coast_glob_eur_00484,39.99756,25.26123
467,id_coast_glob_eur_00485,39.98291,25.33447
468,id_coast_glob_eur_00486,40.02686,25.42236
469,id_coast_glob_eur_00487,39.99756,25.45166
470,id_coast_glob_eur_00488,39.99756,4.255371
471,id_coast_glob_eur_00489,39.91699,4.313965
472,id_coast_glob_eur_00490,39.83643,4.313965
473,id_coast_glob_eur_00491,39.82178,4.226074
474,id_coast_glob_eur_00492,39.85107,4.138184
475,id_coast_glob_eur_00493,39.89502,4.064941
476,id_coast_glob_eur_00494,39.92432,3.977051
477,id_coast_glob_eur_00495,39.92432,3.88916
478,id_coast_glob_eur_00496,39.96826,3.830566
479,id_coast_glob_eur_00497,40.0415,3.830566
480,id_coast_glob_eur_00498,40.0708,3.918457
481,id_coast_glob_eur_00499,40.0708,4.006348
482,id_coast_glob_eur_00500,40.0708,4.094238
483,id_coast_glob_eur_00501,40.0708,4.182129
484,id_coast_glob_eur_00502,40.1001,25.75928
485,id_coast_glob_eur_00503,40.12939,25.67139
486,id_coast_glob_eur_00504,40.18799,25.71533
487,id_coast_glob_eur_00505,40.21728,25.80322
488,id_coast_glob_eur_00506,40.24658,25.89111
489,id_coast_glob_eur_00507,40.21728,25.96436
490,id_coast_glob_eur_00508,40.14404,25.99365
491,id_coast_glob_eur_00509,40.11475,25.90576
492,id_coast_glob_eur_00510,40.40771,25.64209
493,id_coast_glob_eur_00511,40.40771,25.5542
494,id_coast_glob_eur_00512,40.45166,25.48096
495,id_coast_glob_eur_00513,40.49561,25.46631
496,id_coast_glob_eur_00514,40.51025,25.5542
497,id_coast_glob_eur_00515,40.49561,25.64209
498,id_coast_glob_eur_00516,40.43701,25.71533
499,id_coast_glob_eur_00517,40.70068,13.89404
500,id_coast_glob_eur_00518,40.75928,13.87939
501,id_coast_glob_eur_00519,40.74463,13.96729
502,id_coast_glob_eur_00520,41.24268,9.396973
503,id_coast_glob_eur_00521,41.22803,9.470215
504,id_coast_glob_eur_00522,41.15478,9.51416
505,id_coast_glob_eur_00523,41.08154,9.558105
506,id_coast_glob_eur_00524,41.02295,9.616699
507,id_coast_glob_eur_00525,40.94971,9.631348
508,id_coast_glob_eur_00526,40.87646,9.675293
509,id_coast_glob_eur_00527,40.81787,9.70459
510,id_coast_glob_eur_00528,40.72998,9.719238
511,id_coast_glob_eur_00529,40.64209,9.748535
512,id_coast_glob_eur_00530,40.56885,9.79248
513,id_coast_glob_eur_00531,40.48096,9.807129
514,id_coast_glob_eur_00532,40.40771,9.763184
515,id_coast_glob_eur_00533,40.34912,9.70459
516,id_coast_glob_eur_00534,40.27588,9.645996
517,id_coast_glob_eur_00535,40.20264,9.631348
518,id_coast_glob_eur_00536,40.12939,9.689941
519,id_coast_glob_eur_00537,40.05615,9.719238
520,id_coast_glob_eur_00538,39.96826,9.70459
521,id_coast_glob_eur_00539,39.88037,9.689941
522,id_coast_glob_eur_00540,39.79248,9.689941
523,id_coast_glob_eur_00541,39.70459,9.675293
524,id_coast_glob_eur_00542,39.6167,9.660645
525,id_coast_glob_eur_00543,39.52881,9.645996
526,id_coast_glob_eur_00544,39.42627,9.631348
527,id_coast_glob_eur_00545,39.35303,9.602051
528,id_coast_glob_eur_00546,39.27978,9.602051
529,id_coast_glob_eur_00547,39.20654,9.572754
530,id_coast_glob_eur_00548,39.11865,9.543457
531,id_coast_glob_eur_00549,39.11865,9.455566
532,id_coast_glob_eur_00550,39.17725,9.367676
533,id_coast_glob_eur_00551,39.20654,9.294434
534,id_coast_glob_eur_00552,39.22119,9.206543
535,id_coast_glob_eur_00553,39.19189,9.133301
536,id_coast_glob_eur_00554,39.17725,9.04541
537,id_coast_glob_eur_00555,39.08936,9.030762
